issued_at,link,title,question,answer,fatwa_number,dar_ul_ifta,category_level_1,category_level_2
01-Sep-2020,https://darulifta-deoband.com/home/ur/islamic-names/40785,بشری بتول نام ركھنا كیسا ہے؟,میرے دوست کی بیوی کا نام را ویا تول بسرا ہے، کیا یہ صحیح نام ہے؟ کیا یہ بی بی فاطمہ کے نام میں سے ہے؟,"<p>بسم الله الرحمن الرحيم</p><p> فتوی: 1304-1304/M=9/1433

دوست کی بیوی کا نام اگر راویہ بتول بشری ہے تو صحیح اور عمدہ نام ہے، بتول حضرت فاطمہ رضی اللہ عنہا کا لقب ہے۔
</p><br><span style=""font-size:1.2em"">
								<p><strong>واللہ تعالیٰ اعلم</strong></p>
								<br class=""clear"">
								<p><strong>دارالافتاء،</strong><br>دارالعلوم دیوبند</p>
							</span>",40785,deoband,متفرقات,اسلامی نام
01-Sep-2020,https://darulifta-deoband.com/home/ur/islamic-names/40549,اسلامی نام,(۱) کیا لڑکی کے لیے ہدا نام رکھ سکتے ہیں؟اس کے معنی کیا ہے؟ (۲) یشرا، افشا، اور مذیحہ نام کے معنی کیا ہے؟کیا لڑکی کا یہ نام رکھ سکتے ہیں؟,"<p>بسم الله الرحمن الرحيم</p><p> فتوی: 1191-772/H=9/1433

(۱) رکھ سکتے ہیں۔
(۲) یُسری (بجائے بڑے شین کے چھوٹے سین کے ساتھ) اور مدیحہ رکھ سکتے ہیں، افشا نہ رکھیں۔
</p><br><span style=""font-size:1.2em"">
								<p><strong>واللہ تعالیٰ اعلم</strong></p>
								<br class=""clear"">
								<p><strong>دارالافتاء،</strong><br>دارالعلوم دیوبند</p>
							</span>",40549,deoband,متفرقات,اسلامی نام
01-Sep-2020,https://darulifta-deoband.com/home/ur/islamic-names/40547,ولید نام ركھنا درست ہے یا نہیں؟,سوال یہ ہے کہ کیا ”ولید“ نام رکھنا درست ہے؟کوئی صحابی” ولید“ نام سے ہیں یا نہیں حضرت خالد بن ولید رضی اللہ عنہ کے علاوہ، کیوں کہ ان کا اپنا تو خالد ہے اور ولید ان کے والد صاحب کا نام ہے۔,"<p>بسم الله الرحمن الرحيم</p><p> فتوی: 1292-797/L=9/1433

ولید نام رکھنے میں کوئی قباحت نہیں، معنی میں بھی کوئی خرابی نہیں۔ ”ولید“ نام کے ایک صحابی بھی گذرے ہیں، اور ان کے والد کا نام بھی ولید ہے جو خالد بن ولید کے بھائی ہیں۔ ہو الولید بن الولید أخو خالد بن الولید أسر یوم بدر․ (إکمال في أسماء الرجال إلخ: ۶۲۱)
</p><br><span style=""font-size:1.2em"">
								<p><strong>واللہ تعالیٰ اعلم</strong></p>
								<br class=""clear"">
								<p><strong>دارالافتاء،</strong><br>دارالعلوم دیوبند</p>
							</span>",40547,deoband,متفرقات,اسلامی نام
01-Sep-2020,https://darulifta-deoband.com/home/ur/islamic-names/40448,مشرف نبي، سحرش نبي وغيره نام,۱۔ مشرف نبی .۲۔ سحرش نبی ..۳۔ آبش نبی ہیں، اب میں ینن ناموں کو بدل دینا چاہتاہوں ۱ ابو بکر ۲ فاطمہ ۳ ایشا ...رکھنا چاہتاہوں، اپ اس میں ہماری رہنمائی فرمائیں۔,"<p>بسم الله الرحمن الرحيم</p><p> فتوی: 1277-945/D=9/1433

مشرف نام باقی رکھ سکتے ہیں البتہ اس کے پہلے یا بعد محمد یا احمد لگالیں، مثلاً محمد مشرف، ابوبکر ،فاطمہ اچھا نام ہے۔ ایشا کا لفظ نام کے لیے مناسب نہیں۔
</p><br><span style=""font-size:1.2em"">
								<p><strong>واللہ تعالیٰ اعلم</strong></p>
								<br class=""clear"">
								<p><strong>دارالافتاء،</strong><br>دارالعلوم دیوبند</p>
							</span>",40448,deoband,متفرقات,اسلامی نام
01-Sep-2020,https://darulifta-deoband.com/home/ur/islamic-names/40138,كیا یہ نام درست ہیں؟,(۱) میں نے اپنی بیٹی کے نام کے لیے انٹرنیٹ پر تلاش کیا جس میں مجھ کچھ نام ملے ، لیکن میں تذبذب میں ہوں کہ یہ اسلامی نام ہیں یا نہیں اور ان کے معانی صحیح ہیں یا نہیں جیسے ان کے معانی صحیح ہیں یا نہیں؟ جیسے لیانہ، زائنہ ، لبا، کیا یہ ان سارے نام اسلامی ہیں، ان کے معانی کیا ہیں؟ (۲) کچھ اسلامی نام بتائیں جن کا مطلب اسلامی ہو (۳) زہرا نام کیساہے؟,"<p>بسم الله الرحمن الرحيم</p><p> فتوی: 617-695/N=9/1433

(۱) زائنہ: زینت بخشنے والی، باعث زینت، آراستہ پیراستہ لڑکی یا عورت۔ لیانہ (لام کے زیر کے سات): اس کے معنی معلوم نہیں، البتہ لَیَانہ (لام کے زبر کے ساتھ) اس کے معنی آتے ہیں: نرمی۔ اور لبا: اس کے معنی بھی معلوم نہیں۔ زائنہ اور لیانہ (لام کے زبر کے ساتھ) نام رکھنا درست ہے۔ 
(۲) امة اللہ (اللہ کی بندی)، امة الرحمن (مہربان ذات کی بندی)، خدیجہ، عائشہ، سودہ، حفصہ اور صفیہ وغیرہ امہات الموٴمنین رضی اللہ عنہن کے نام، فاطمہ، رقیہ اور ام کلثوم وغیرہ، حضور صلی اللہ علیہ وسلم کی صاحبزادیوں کے نام وغیرہ۔ 
(۳) زَہراء: نام رکھ سکتے ہیں، جائز ہے، اس کے معنی ہیں: صاف رنگ والی لڑکی یا عورت، روشن چہرہ والی لڑکی یا عورت۔ 
</p><br><span style=""font-size:1.2em"">
								<p><strong>واللہ تعالیٰ اعلم</strong></p>
								<br class=""clear"">
								<p><strong>دارالافتاء،</strong><br>دارالعلوم دیوبند</p>
							</span>",40138,deoband,متفرقات,اسلامی نام
01-Sep-2020,https://darulifta-deoband.com/home/ur/islamic-names/40077,اخوان کے اسلامی معنی کیا ہے؟,اخوان کے اسلامی معنی کیا ہے؟,"<p>بسم الله الرحمن الرحيم</p><p> فتوی: 1058-675/H=7/1433

اِخوان جمع ہے اَخٌ کی اور اخ کے معنی ”بھائی“ ہیں پس اخوان کے معنی کئی یا بہت سارے بھائی ہوئے، کتب اسلامیہ میں بھی بھائی ہی مراد ہیں اسلامی معنی سے منشا سوا ل کچھ اور ہو تو صاف واضح لکھ کر دوبارہ بھیجیں۔

</p><br><span style=""font-size:1.2em"">
								<p><strong>واللہ تعالیٰ اعلم</strong></p>
								<br class=""clear"">
								<p><strong>دارالافتاء،</strong><br>دارالعلوم دیوبند</p>
							</span>",40077,deoband,متفرقات,اسلامی نام
01-Sep-2020,https://darulifta-deoband.com/home/ur/islamic-names/40050,نام کے متعلق جانکاری,میرے والدین نے میرے بچے کا نام اقرا جبیں رکھا ہے، میں یہ جاننا چاہتا ہوں کہ یہ نام صحیح ہے؟ اور اسکے معنی کیا ہے؟ میں نے ایک مفتی صاب سے اسکے متعلق پوچھا تو انہونے کہاں کے یہ نام صحیح نہیں ہے ، اور اسکے معنی یہ بتائے کہ اقرا کے معنی پڑھنے کے ہے اور جبیں کے معنی پیشانی یعنی کے ماتھے کے ہیں، تو میں یہ جانا چاہتا ہوں کہ کونسا نام رکھا جائے ؟ کوئی اسلامی نام بتائیں جو اپنے بیٹے کا رکھ سکوں؟ اور ایک سوال یہ ہے کہ میری اہلیہ کا نام ہے اسرین سلطانہ اور اسکے معنی کیا ہے؟ کیا یہ صحیح ہے؟یہ نام رکھ سکتے ہیں یا اسے بدلنے کی ضرورت ہے؟,"<p>بسم الله الرحمن الرحيم</p><p> فتوی: 1130-1130/M=8/1433

”اقرا“ کوئی عَلم اور نام نہیں ہے، مفتی صاحب نے صحیح بتایا، آپ ان ناموں میں سے کوئی ایک نام اپنے بچے کے لیے منتخب کرسکتے ہیں: صفوان، سلمان، حسّان، سعید، رشید، عبد اللہ، عبد الرحمن، عبدالرحیم، حذیفہ، عُمیر، معاذ، شعیب، حسین۔ آپ کی اہلیہ کا جو نام ہے اس کا پہلاجز ”اسرین“ مجھے نہیں مل سکا، بظاہر مہمل معلوم ہوتا ہے، آپ اسے بدل کر ”یاسمین“ کرلیں تو بہتر ہوگا۔ 

</p><br><span style=""font-size:1.2em"">
								<p><strong>واللہ تعالیٰ اعلم</strong></p>
								<br class=""clear"">
								<p><strong>دارالافتاء،</strong><br>دارالعلوم دیوبند</p>
							</span>",40050,deoband,متفرقات,اسلامی نام
01-Sep-2020,https://darulifta-deoband.com/home/ur/islamic-names/39701,راعنہ اور نادیہ کا مطلب بتا دیں۔,راعنہ اور نادیہ کا مطلب بتا دیں۔,"<p>بسم الله الرحمن الرحيم</p><p> فتوی: 548-585/N=8/1433

(۱) راعنة (گول تا کے ساتھ جو بحالت وقف ہا بن جاتی ہے): عربی میں استعما ل ہوتا ہے یا نہیں؟ اور پہلی صورت میں اس کے معنی کیا ہیں؟ بسیار تحقیق وجستجو کے بعد بھی مجھے معلوم نہ ہوسکا، ہاں البتہ لفظ ”راعنا“ (آخر میں الف کے ساتھ): عربی ہے اور اس کے معنی آتے ہیں: آپ ہمارا خیال فرمائیے۔ سورہٴ بقرہ (آیت: ۱۰۴) میں یہ لفظ آیا ہے۔
(۲) نادیة: عربی لغت میں اس کے معنی آتے ہیں: پانی سے دور درخت، یہ نام بہتر اور مناسب نہیں۔
</p><br><span style=""font-size:1.2em"">
								<p><strong>واللہ تعالیٰ اعلم</strong></p>
								<br class=""clear"">
								<p><strong>دارالافتاء،</strong><br>دارالعلوم دیوبند</p>
							</span>",39701,deoband,متفرقات,اسلامی نام
31-Aug-2020,https://darulifta-deoband.com/home/ur/islamic-names/39599,میں نے اپنے بیٹے کا نام محمّد رکھا ہے، کیا یہ صحیح ہے؟,میں نے اپنے بیٹے کا نام محمّد رکھا ہے، کیا یہ صحیح ہے؟,"<p>بسم الله الرحمن الرحيم</p><p> فتوی: 4060-1060/M=7/1433

محمد نام بہت ہی عمدہ اور مبارک ہے اور بالکل صحیح نام ہے۔

</p><br><span style=""font-size:1.2em"">
								<p><strong>واللہ تعالیٰ اعلم</strong></p>
								<br class=""clear"">
								<p><strong>دارالافتاء،</strong><br>دارالعلوم دیوبند</p>
							</span>",39599,deoband,متفرقات,اسلامی نام
01-Sep-2020,https://darulifta-deoband.com/home/ur/islamic-names/39579,قیامت والے دن انسان کو ماں کے نام سے یا باپ کے نام سے پکارا جائے گا ؟,قیامت والے دن انسان کو ماں کے نام سے یا باپ کے نام سے پکارا جائے گا ؟,"<p>بسم الله الرحمن الرحيم</p><p> فتوی: 1051-1051/M=7/1433

قیامت کے دن انسان کو باپ کے نام سے پکارا جائے گا۔ عن أبي ا لدرداء قال: قال رسول اللہ صلی اللہ علیہ وسلم: تدعون یوم القیامة بأسمائکم وأسماء آبائکم، فأحسنوا أسمائکم․ 

</p><br><span style=""font-size:1.2em"">
								<p><strong>واللہ تعالیٰ اعلم</strong></p>
								<br class=""clear"">
								<p><strong>دارالافتاء،</strong><br>دارالعلوم دیوبند</p>
							</span>",39579,deoband,متفرقات,اسلامی نام
