issued_at,link,title,question,answer,fatwa_number,dar_ul_ifta,category_level_1,category_level_2
27-Mar-2021,https://darulifta-deoband.com/home/ur/islamic-names/603771,بچے كا نام تجویز کریں,میرے گھر کچھ دن پہلے ایک بچی کی ولادت ہوئی، میرا نام سجاد احمد ہے ، مہربانی کرکے نام تجویز کریں۔,"<p>بسم الله الرحمن الرحيم</p><p> </p><p>Fatwa:742-509/L=8/1442</p><p>&nbsp;آپ زینب ، فاطمہ ،رقیہ ،کلثوم ،عائشہ ،خدیجہ، مریم ،حفصہ ،خنساء ،بریرہ، جویریہ ،حبیبہ وغیرہ ناموں میں سے کوئی نام اپنی لڑکی کا تجویز کرلیں ۔</p><p></p><br><span style=""font-size:1.2em"">
								<p><strong>واللہ تعالیٰ اعلم</strong></p>
								<br class=""clear"">
								<p><strong>دارالافتاء،</strong><br>دارالعلوم دیوبند</p>
							</span>",603771,deoband,متفرقات,اسلامی نام
26-Mar-2021,https://darulifta-deoband.com/home/ur/islamic-names/603660,لبابہ - نام رکھنا کیسا ہے؟,لبابہ - نام رکھنا کیسا ہے؟ اور اس کے معنی بتائیں- شکریہ,"<p>بسم الله الرحمن الرحيم</p><p> </p><p>Fatwa : 615-503/D=08/1442</p><p>&nbsp;اَللُّبُّ: کے معنی ہر چیز کا خالص اور منتخب حصہ۔ مغز ، عقل۔</p><p>لُبَابُ القوم: کے معنی برگزیدہ شخص، شریف و منتخب سردار۔</p><p>ابولبابہ: ایک صحابی رسول صلی اللہ علیہ وسلم کا نام ہے۔</p><p>لبابہ اور ابولبابہ دونوں نام رکھ سکتے ہیں، اچھا نام ہے۔</p><p></p><br><span style=""font-size:1.2em"">
								<p><strong>واللہ تعالیٰ اعلم</strong></p>
								<br class=""clear"">
								<p><strong>دارالافتاء،</strong><br>دارالعلوم دیوبند</p>
							</span>",603660,deoband,متفرقات,اسلامی نام
20-Sep-2023,https://darulifta-deoband.com/home/ur/islamic-names/603653,ذِرْوَةٌ کے معنی,(1) Zirwa (2) Zafeera اوپر لکھے ہوئے ان دونوں نام کے معنی کیا ہیں اور عربی میں ذیر و ذبر کے ساتھ کس طرح سے لکھا جائے گا اور اردو میں ذیر و ذبر کے ساتھ کس طرح لکھا جائے گا ؟ پوتی کے نام کے لئے دینی عالم کے طور پر آپ کی رائے بھی مطلوب ہے- برائے مہربانی میری رہنمائی کیجئے گا -عین نوازش ہوگی-,"<p>بسم الله الرحمن الرحيم</p><p> </p><p>Fatwa : 759-541/B=08/1442</p><p>&nbsp;ذِرْوَةٌ کے معنی بلندی کے آتے ہیں۔ اور ظَفِیْرَةٌ کے کامیاب کے آتے ہیں۔ معنی کے لحاظ سے نام صحیح ہیں۔ ان دونوں میں سے دوسرا نام زیادہ بہتر ہے۔</p><p></p><br><span style=""font-size:1.2em"">
								<p><strong>واللہ تعالیٰ اعلم</strong></p>
								<br class=""clear"">
								<p><strong>دارالافتاء،</strong><br>دارالعلوم دیوبند</p>
							</span>",603653,deoband,متفرقات,اسلامی نام
26-Mar-2021,https://darulifta-deoband.com/home/ur/islamic-names/603599,مُطَّلِبْ کے معنی کیا ہے ؟,مُطَّلِبْ کے معنی کیا ہے ؟,"<p>بسم الله الرحمن الرحيم</p><p> </p><p>Fatwa : 606-504/D=08/1442</p><p>&nbsp;مُطَّلِب : اسم فاعل کا صیغہ ہے جس کے معنی ہیں طلب کرنے والا۔</p><p></p><br><span style=""font-size:1.2em"">
								<p><strong>واللہ تعالیٰ اعلم</strong></p>
								<br class=""clear"">
								<p><strong>دارالافتاء،</strong><br>دارالعلوم دیوبند</p>
							</span>",603599,deoband,متفرقات,اسلامی نام
10-Mar-2021,https://darulifta-deoband.com/home/ur/islamic-names/603540,"كیا ""محمد علیان ضوریز"" نام رکھنا درست ہے ؟","""محمد علیان ضوریز"" نام رکھنا درست ہے ؟نیز ضوریز کی تحقیق بھی مطلوب ہے ۔","<p>بسم الله الرحمن الرحيم</p><p> </p><p>Fatwa:625-408/sd=7/1442</p><p>&nbsp;ضو ریز لفظ لغت کی کتابوں میں نہیں ملا، یہ کوئی مہمل لفظ معلوم ہوتا ہے، علیان لفظ بھی مناسب نہیں ہے، کوئی اچھا بامعنی نام رکھ لیں۔</p><p></p><br><span style=""font-size:1.2em"">
								<p><strong>واللہ تعالیٰ اعلم</strong></p>
								<br class=""clear"">
								<p><strong>دارالافتاء،</strong><br>دارالعلوم دیوبند</p>
							</span>",603540,deoband,متفرقات,اسلامی نام
09-Mar-2021,https://darulifta-deoband.com/home/ur/islamic-names/603527,حمنہ زمان لڑکی کا نام رکھنا کیسا ہے ؟,حمنہ زمان لڑکی کا نام رکھنا کیسا ہے ؟معنی کیا ہے ؟ عنایہ زمان کے معنی کیا ہے اور عنایہ زمان نام رکھنا کیسا ہے ؟ شکریہ,"<p>بسم الله الرحمن الرحيم</p><p> </p><p>Fatwa : 661-429/SN=07/1442</p><p>&nbsp;حمنہ زمان اور عنایہ زماں دونوں نام مناسب ہیں، رکھ سکتا ہیں، ”حمنہ“ ایک برگزیدہ صحابیہ کا نام ہے اور عنایہ کے معنی ہیں توجہ اور دلچسپی۔</p><p></p><br><span style=""font-size:1.2em"">
								<p><strong>واللہ تعالیٰ اعلم</strong></p>
								<br class=""clear"">
								<p><strong>دارالافتاء،</strong><br>دارالعلوم دیوبند</p>
							</span>",603527,deoband,متفرقات,اسلامی نام
09-Mar-2021,https://darulifta-deoband.com/home/ur/islamic-names/603507,بچی كے لیے كوئی اچھا سا نام تجویز فرمادیں,میری آج تیسری بچی پیدا ہوئی ہے ک،وئی اچھا سا نام تجویز فرمائیں۔,"<p>بسم الله الرحمن الرحيم</p><p> </p><p>Fatwa : 583-465/D=07/1442</p><p>&nbsp;ماشاء اللہ بارک اللہ، جویریہ، ماریہ، عائشہ، کلثوم، حفصہ یا اسی طرح آنحضرت صلی اللہ علیہ وسلم کی دیگر ازواج مطہرات اور بنات طاہرات یا نیک خواتین میں سے جو نام پسند ہو رکھ لیں یا اپنے پسندیدہ نام لکھ کر یہاں سے رائے حاصل کرلیں۔</p><p></p><br><span style=""font-size:1.2em"">
								<p><strong>واللہ تعالیٰ اعلم</strong></p>
								<br class=""clear"">
								<p><strong>دارالافتاء،</strong><br>دارالعلوم دیوبند</p>
							</span>",603507,deoband,متفرقات,اسلامی نام
16-Mar-2021,https://darulifta-deoband.com/home/ur/islamic-names/603468,قویس نام رکھنا,الحمدللہ میرے دو بیٹے ہیں، بڑے بیٹے کا نام اویس قرنی ہے اور دوسرے کا نام سدیس الرحمن ہے اور اب میں چاہتا ہوں کہ اگر اللہ پاک نے مجھے ایک اور بیٹا عطا فرمایا تو میں اس کا نام قویس رکھوں گا، کیا قویس نام رکھنا اچھا ہے یا نہیں؟,"<p>بسم الله الرحمن الرحيم</p><p> </p><p>Fatwa : 644-444/SN=07/1442</p><p>&nbsp;”قُوَیْس“ یہ ”قَوْس“ کی تصغیر ہے اور ”قوس“ کہتے ہیں، کمان کو، نام کے لئے یہ لفظ موزوں معلوم نہیں ہوتا۔ احادیث میں عبد اللہ، عبد الرحمن، حارث، ھمام کو بہترین نام قرار دیا گیا ہے، آپ ان میں سے کوئی نام تجویز کرلیں یا پھر انبیاء کرام اور حضراتِ صحابہ کے ناموں میں سے کوئی نام تجویز کرلیں تو اچھا ہوگا۔</p><p></p><br><span style=""font-size:1.2em"">
								<p><strong>واللہ تعالیٰ اعلم</strong></p>
								<br class=""clear"">
								<p><strong>دارالافتاء،</strong><br>دارالعلوم دیوبند</p>
							</span>",603468,deoband,متفرقات,اسلامی نام
16-Mar-2021,https://darulifta-deoband.com/home/ur/islamic-names/603416,بیٹی كا اِفراح نام ركھنا كیسا ہے؟,اللہ نے مجھے بیٹی کی رحمت سے نوازا ہے ، میں اس کا نام اِفراح رکھنا چاہتا ہوں، کیا یہ نام بہتر رہے گا ؟رہنمائی فرمائیں ۔ شکریہ,"<p>بسم الله الرحمن الرحيم</p><p> </p><p>Fatwa:549-427N=7/1442</p><p>&nbsp;افراح (الف کے زیر کے ساتھ)کے معنی عربی میں: ”خوش کرنا، خوشی ختم کرنا، قرض کا بوجھل کرنا، مغموم کرنا“ ہیں ، اور اگر افراح ، الف کے زبر کے ساتھ ہو تو اس کے معنی ہیں: ”خوشیاں“؛ لہٰذا اگر کوئی اور نام رکھ لیا جائے تو بہتر ہے، جیسے: امة اللہ، امة الرحمن، امة الکریم، خدیجہ، عائشہ، میمونہ، صفیہ، سودہ، زینب، فاطمہ، رقیہ، صالحہ،صبیحہ، ساجدہ، راشدہ اور راضیہ وغیرہ، ہر باپ یا سرپرست کو بیٹا یا بیٹی کا ایسا نام رکھنا چاہیے، جو انبیائے کرام (علیہم السلام)، صحابہ، صحابیاتاور سلف صالحین وصالحات کے نام پر ہو یا وہ اچھے معنی والا ہو، حدیث میں اچھا اور با معنی نام رکھنے کی ترغیب آئی ہے۔</p><p>روی الإمام مسلم في صحیحہ من حدیث المغیرة بن شعبة أن رسول اللّٰہ صلی اللّٰہ علیہ وسلم قال:”إنھم کانوا یسمون بأسماء أنبیائھم والصالحین قبلھم“ (الصحیح لمسلم، کتاب الآداب، باب النھي عن التکني بأبی القاسم وبیان ما یستحب من الأسماء، ۲: ۲۰۷، ط: المکتبة الأشرفیة دیوبند)۔</p><p>وعن أبي وھب الجشمي قال: قال رسول اللّٰہ صلی اللّٰہ علیہ وسلم: ”تسموا بأسماء الأنبیاء، وأحب الأسماء إلی اللہ عبد اللہ وعبد الرحمن۔ وأصدقھا حارث وھمام وأقبحھا حرب ومرة“، رواہ أبو داود (مشکاة المصابیح، کتاب الآداب، باب الأسامي، الفصل الثالث، ص: ۴۰۹، ط: المکتبة الأشرفیة دیوبند)۔</p><p>وعن أبی الدرداء قال: قال رسول اللّٰہ صلی اللّٰہ علیہ وسلم: ”تدعون یوم القیامة بأسمائکم وأسماء آبائکم فأحسنوا أسمائکم“ رواہ أحمد وأبو داود (المصدر السابق، ص:۴۰۸)۔</p><p></p><br><span style=""font-size:1.2em"">
								<p><strong>واللہ تعالیٰ اعلم</strong></p>
								<br class=""clear"">
								<p><strong>دارالافتاء،</strong><br>دارالعلوم دیوبند</p>
							</span>",603416,deoband,متفرقات,اسلامی نام
20-Mar-2021,https://darulifta-deoband.com/home/ur/islamic-names/603369,امیمہ نام رکھ سکتے ہیں کیا,امیمہ نام رکھ سکتے ہیں کیا اس کے معنی کیا ہے تفصیل سے جواب دیں؟,"<p>بسم الله الرحمن الرحيم</p><p> </p><p>Fatwa : 705-519/B=07/1442</p><p>&nbsp;یہ صحابیہ کا نام ہے اور مبارک نام ہے، لڑکی کا نام رکھ سکتے ہیں، یہ تصغیر ہے اُم کی، اس کے معنی چھوٹی ماں کے آتے ہیں۔ یہ نام بہت اچھا ہے، رکھ سکتے ہیں۔ باعث برکت نام ہے۔</p><p></p><br><span style=""font-size:1.2em"">
								<p><strong>واللہ تعالیٰ اعلم</strong></p>
								<br class=""clear"">
								<p><strong>دارالافتاء،</strong><br>دارالعلوم دیوبند</p>
							</span>",603369,deoband,متفرقات,اسلامی نام
