issued_at,link,title,question,answer,fatwa_number,dar_ul_ifta,category_level_1,category_level_2
26-Sep-2020,https://darulifta-deoband.com/home/ur/islamic-names/600045,"کیا لڑکیوں/خواتین کے سرنامے ""احمد"" رکھ سکتے ہیں؟","کیا لڑکیوں/خواتین کے سرنامے ""احمد"" رکھ سکتے ہیں؟","<p>بسم الله الرحمن الرحيم</p><p> </p><p>Fatwa:45-37/sd=2/1442</p><p>&nbsp;جی ہاں! رکھ سکتے ہیں۔</p><p></p><br><span style=""font-size:1.2em"">
								<p><strong>واللہ تعالیٰ اعلم</strong></p>
								<br class=""clear"">
								<p><strong>دارالافتاء،</strong><br>دارالعلوم دیوبند</p>
							</span>",600045,deoband,متفرقات,اسلامی نام
26-Sep-2020,https://darulifta-deoband.com/home/ur/islamic-names/600030,لڑكوں كے لیے چند نام بتائیں,حضرت، مجھے لڑکوں کے نام مطلوب ہیں، برائے کرم کُچھ اچھے نام بتائیں۔,"<p>بسم الله الرحمن الرحيم</p><p> </p><p>Fatwa:53-23/sn=2/1442</p><p>&nbsp;محمد،ابراہیم، داؤد، اسماعیل، یوسف، اسحاق، زبیر، عمر ، عمیر، ثمامہ،دحیہ، عمار، عدی، حذیفہ، عبد اللہ، عبید اللہ ،عبد المقتدر، عطاء الحنان، وغیرہ اچھے نام ہیں ،ان میں سے کوئی نام تجویز کرسکتے ہیں ۔</p><p></p><br><span style=""font-size:1.2em"">
								<p><strong>واللہ تعالیٰ اعلم</strong></p>
								<br class=""clear"">
								<p><strong>دارالافتاء،</strong><br>دارالعلوم دیوبند</p>
							</span>",600030,deoband,متفرقات,اسلامی نام
09-Sep-2020,https://darulifta-deoband.com/home/ur/islamic-names/179833,نامور حسین نام ركھنا كیسا ہے؟,کیا لڑکے کا نام نامور حسین (namur hussain) رکھ سکتے ہیں؟,"<p>بسم الله الرحمن الرحيم</p><p> </p><p class=""urdu"" dir=""RTL""><span dir=""LTR"">Fatwa:25-17/sd=01/1442</span></p><p class=""urdu"" dir=""RTL""><span lang=""AR-SA"">&nbsp;</span>نام ور حسین نام رکھنا معنی کے اعتبار سے مناسب نہیں ہے ۔</p><p class=""urdu"" dir=""RTL""><span lang=""AR-SA"">جواب درست ہے، نام کا پہلا جز (نامور) کو ہٹاکر صرف حسین رکھ لینا چاہیے۔(م)</span></p><p></p><br><span style=""font-size:1.2em"">
								<p><strong>واللہ تعالیٰ اعلم</strong></p>
								<br class=""clear"">
								<p><strong>دارالافتاء،</strong><br>دارالعلوم دیوبند</p>
							</span>",179833,deoband,متفرقات,اسلامی نام
16-Sep-2020,https://darulifta-deoband.com/home/ur/islamic-names/179829,عُزیم نام ركھنا كیسا ہے؟,عوزیم { Uzaim } نام رکھنا کیسا ہے اور اس کا مطلب کیا ہے ؟,"<p>بسم الله الرحمن الرحيم</p><p> </p><p class=""urdu"" dir=""RTL""><span dir=""LTR"">Fatwa : 16-5/SN=01/1442</span></p><p class=""urdu"" dir=""RTL""><span lang=""AR-SA"">&nbsp;</span><span lang=""AR-SA"">”عُزَیْم“ (</span><span dir=""LTR"">Uzaim</span><span lang=""AR-SA"">) کے معنی ہیں چھوٹا اور مختصر سا پختہ ارادہ، یہ ”عزم“ (پختہ ارادہ) کی تصغیر ہے، یہ نام رکھ سکتے ہیں؛ البتہ بہتر ہے کہ انبیاء کرام ، حضرات صحابہ، تابعین کے ناموں پر یا اللہ کے نام کے ساتھ ”عبد“ کے اضافہ کے ساتھ کوئی نام تجویز کیا جائے۔</span></p><p class=""urdu"" dir=""RTL""><span lang=""AR-SA"">کچھ نام ملاحظہ فرمائیں: محمد، ابراہیم، اسحاق، یوسف، عمر، دِحْیَہ، جابر، خالد، عُبَادہ، عرباض، عبد الرحمن، عبد الرحیم، عبد المقتدر، عبد الرب۔ </span></p><p></p><br><span style=""font-size:1.2em"">
								<p><strong>واللہ تعالیٰ اعلم</strong></p>
								<br class=""clear"">
								<p><strong>دارالافتاء،</strong><br>دارالعلوم دیوبند</p>
							</span>",179829,deoband,متفرقات,اسلامی نام
16-Sep-2020,https://darulifta-deoband.com/home/ur/islamic-names/179820,آئزل كیا كیا معنی ہےاور آئزل نام ركھنا كیسا ہے؟,آئزل(AYZAL)نا م کا مطلب کیا ہے ؟ اور یہ نام رکھ سکتے ہیں یا نہیں؟ براہ کرم، جواب دیں۔,"<p>بسم الله الرحمن الرحيم</p><p> </p><p class=""urdu"" dir=""RTL""><span dir=""LTR"">Fatwa:20-3/N=1/1442</span></p><p class=""urdu"" dir=""RTL""><span lang=""AR-SA"">&nbsp;</span><span lang=""AR-SA"">”آئزل“(</span><span dir=""LTR"">Ayzal</span><span lang=""AR-SA"">) کس زبان کا لفظ ہے اور اس کے کیا معنی ہیں؟ ہمیں معلوم نہیں اور کسی مجہول معنی والے نام کا مشورہ نہیں دیا جاسکتا۔</span></p><p></p><br><span style=""font-size:1.2em"">
								<p><strong>واللہ تعالیٰ اعلم</strong></p>
								<br class=""clear"">
								<p><strong>دارالافتاء،</strong><br>دارالعلوم دیوبند</p>
							</span>",179820,deoband,متفرقات,اسلامی نام
09-Sep-2020,https://darulifta-deoband.com/home/ur/islamic-names/179799,باسی نام رکھنا کیسا ہے؟,حضرت ہماری بڑی بہن کا نام باسی ہے ،کیا یہ نام رکھنا ٹھیک ہے ؟ اس نام کا معنیٰ کیا ہے ؟ برائے مہربانی ہماری اس مسئلہ میں رہنمائی فرمایئے ۔,"<p>بسم الله الرحمن الرحيم</p><p> </p><p class=""urdu"" dir=""RTL""><span dir=""LTR"">Fatwa : 26-12/B=01/1442</span></p><p class=""urdu"" dir=""RTL""><span lang=""AR-SA"">&nbsp;</span></p><p class=""urdu"" dir=""RTL""><span lang=""AR-SA"">”باسی“ کا معنی ’رات‘ کا بچا ہوا، ’مُرجھایا‘ ہوا، اور ’رہنے والا‘، آتا ہے۔ اس نام کے ساتھ بہن کا نام رکھنا مناسب نہیں ہے۔ اسے بدل کر کوئی اچھا سا اسلامی نام رکھ دیں۔ </span></p><p></p><br><span style=""font-size:1.2em"">
								<p><strong>واللہ تعالیٰ اعلم</strong></p>
								<br class=""clear"">
								<p><strong>دارالافتاء،</strong><br>دارالعلوم دیوبند</p>
							</span>",179799,deoband,متفرقات,اسلامی نام
01-Sep-2020,https://darulifta-deoband.com/home/ur/islamic-names/178617,کیا لڑکے کا نام ”حاتم محمود“ رکھنا صحیح ہے؟,میں جاننا چاہتاہوں کہ کیا لڑکے کا نام ”حاتم محمود“ رکھنا صحیح ہے؟اور اس کا نام کا کیا معنی ہے؟ براہ کرم، جواب دیں۔,"<p>بسم الله الرحمن الرحيم</p><p> </p><p dir=""RTL"">
	<span dir=""LTR"">Fatwa : 1069-767/H=09/1441</span></p><p dir=""RTL"">
	”حاتم محمود“ اچھا نام ہے، رکھ سکتے ہیں۔ ”سخی لائق تعریف“ معنی ہیں۔</p><p></p><br><span style=""font-size:1.2em"">
								<p><strong>واللہ تعالیٰ اعلم</strong></p>
								<br class=""clear"">
								<p><strong>دارالافتاء،</strong><br>دارالعلوم دیوبند</p>
							</span>",178617,deoband,متفرقات,اسلامی نام
01-Sep-2020,https://darulifta-deoband.com/home/ur/islamic-names/178348,كیا محمد یاسین نام ركھ سكتے ہیں؟,براہ کرم، بتائیں کہ کیا” محمد یاسین “نام رکھ سکتے ہیں؟,"<p>بسم الله الرحمن الرحيم</p><p> </p><p dir=""RTL"">
	<span dir=""LTR"">Fatwa : 818-655/B=09/1441</span></p><p dir=""RTL"">
	اللہ کے رسول کے ناموں میں سے ایک نام یاسین بھی ہے۔ آپ صلی اللہ علیہ وسلم کے نام کے ساتھ نام رکھنا بہتر ہے اور بہت ہی بابرکت ہے۔</p><p></p><br><span style=""font-size:1.2em"">
								<p><strong>واللہ تعالیٰ اعلم</strong></p>
								<br class=""clear"">
								<p><strong>دارالافتاء،</strong><br>دارالعلوم دیوبند</p>
							</span>",178348,deoband,متفرقات,اسلامی نام
01-Sep-2020,https://darulifta-deoband.com/home/ur/islamic-names/178271,زوہان كا معنی کیا ہے؟,میرا سوال ہے کہ زوہان نام رکھنا کیسا ہے ؟ زوہان کے معنی کیا ہوگا؟,"<p>بسم الله الرحمن الرحيم</p><p> </p><p dir=""RTL"">
	<span dir=""LTR"">Fatwa : 807-596/B=09/1441</span></p><p dir=""RTL"">
	”زوہان“ کا لفظ ہمیں کسی لغت میں نہ مل سکا۔ لہٰذا اس کا معنی بتانے سے معذرت قبول فرمائیں۔ اسی وزن پر فرحان، فوزان، حسان، عفان، فیضان میں سے کوئی نام پسند ہو تو رکھ سکتے ہیں۔ یہ سب اچھے نام ہیں۔</p><p></p><br><span style=""font-size:1.2em"">
								<p><strong>واللہ تعالیٰ اعلم</strong></p>
								<br class=""clear"">
								<p><strong>دارالافتاء،</strong><br>دارالعلوم دیوبند</p>
							</span>",178271,deoband,متفرقات,اسلامی نام
01-Sep-2020,https://darulifta-deoband.com/home/ur/islamic-names/178173,” عدل“ نام رکھنا كیسا ہے؟,اللہ کے فضل و کرم سے میرا بیٹا ہواہے اور ہم اس کا نام اللہ کا نام” عدل“ رکھنا چاہتے ہیں، کیا یہ نام رکھنا صحیح ہے؟ براہ کرم، مشورہ دیں۔,"<p>بسم الله الرحمن الرحيم</p><p> </p><p dir=""RTL"">
	<span dir=""LTR"">Fatwa : 1011-745/H=09/1441</span></p><p dir=""RTL"">
	عدل احمد رکھنے میں بھی کچھ مضائقہ نہیں، عادل احمد یا عدیل احمد رکھ لیں تو بھی صحیح ہے۔</p><p></p><br><span style=""font-size:1.2em"">
								<p><strong>واللہ تعالیٰ اعلم</strong></p>
								<br class=""clear"">
								<p><strong>دارالافتاء،</strong><br>دارالعلوم دیوبند</p>
							</span>",178173,deoband,متفرقات,اسلامی نام
